<<<<<<< Updated upstream
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
8174,MAJESTIC CARE OF FAIRFIELD LLC,OH,0.7066666666666667,4.0,0.7,151.5188888888889,76.14349999999999,2.0,2.0,3.0,2.0
8175,MAJESTIC CARE OF FORT WAYNE,IN,0.8996212121212122,4.0,1.0,1192.6125,79.8955,3.0,1.0,4.0,2.0
8176,MAJESTIC CARE OF JEFFERSON POINTE,IN,0.59,4.0,0.2857142857142857,0.0,75.0,1.0,2.0,2.0,1.0
8177,MAJESTIC CARE OF LAFAYETTE,IN,0.7147540983606557,4.0,1.0,476.22200000000004,70.187,2.0,1.0,5.0,2.0
8178,MAJESTIC CARE OF LIVONIA,MI,0.543018335684062,3.0,1.0,143.49,64.4665,4.0,3.0,3.0,4.0
8179,MAJESTIC CARE OF MIDDLETOWN LLC,OH,0.8027777777777777,4.0,0.6,41.5,87.4,3.0,2.0,4.0,3.0
8180,MAJESTIC CARE OF NEW HAVEN,IN,0.8333333333333334,4.0,0.2222222222222222,465.14666666666665,73.937,2.0,1.0,3.0,1.0
8181,MAJESTIC CARE OF NEWBURGH,IN,0.4855769230769231,4.0,1.0,876.841,67.0015,1.0,3.0,4.0,1.0
8182,MAJESTIC CARE OF NORTH VERNON,IN,0.7944444444444444,3.8,0.7777777777777778,473.6077777777777,87.6275,1.0,1.0,3.0,1.0
8183,MAJESTIC CARE OF SHERIDAN,IN,0.94625,4.0,1.0,460.22799999999995,97.40299999999999,1.0,1.0,5.0,2.0
8184,MAJESTIC CARE OF SOUTH BEND,IN,0.42610571736785324,4.0,1.0,469.2911111111111,81.633,1.0,2.0,4.0,1.0
8185,MAJESTIC CARE OF SOUTHPORT,IN,0.5393939393939394,4.0,1.0,310.907,71.605,3.0,3.0,2.0,3.0
8186,MAJESTIC CARE OF WEST ALLEN,IN,0.7802083333333334,4.0,0.8888888888888888,633.408,71.8595,1.0,2.0,4.0,1.0
8187,MAJESTIC CARE OF WHITEHALL,OH,0.7386666666666667,3.8333333333333335,0.5,251.43400000000003,80.21549999999999,1.0,1.0,4.0,1.0
8188,MAJESTIC CENTER FOR REHAB & SUB-ACUTE CARE,NJ,0.7925925925925926,4.0,1.0,642.6477777777777,70.0,4.0,2.0,5.0,5.0
8189,MAJESTIC GARDENS AT MEMPHIS REHAB & SNC,TN,0.8301775147928995,4.0,1.0,546.238,47.825500000000005,1.0,1.0,4.0,1.0
8190,MAJESTIC OAKS,FL,0.7866666666666666,4.0,1.0,30.497000000000003,92.475,5.0,4.0,5.0,5.0
8191,MAJESTIC OAKS REHABILITATION AND NURSING CENTER,PA,0.675,4.0,0.6666666666666667,537.09,89.1115,2.0,2.0,3.0,2.0
8192,MAJORA LANE CTR FOR REHAB & NSG CARE INC,OH,0.7791666666666667,3.8,1.0,421.58,80.597,4.0,2.0,5.0,5.0
8193,MALA STRANA CARE & REHABILITATION CENTER,MN,0.625,4.0,0.09999999999999998,867.731,93.478,3.0,4.0,3.0,4.0
8194,MALUHIA,HI,0.7258333333333333,4.0,0.30000000000000004,0.0,98.148,4.0,5.0,5.0,5.0
8195,MANAHAWKIN CONV CTR,NJ,0.787962962962963,3.166666666666667,0.6666666666666667,141.57777777777778,0.0,2.0,2.0,2.0,2.0
8196,MANASSAS HEALTH AND REHAB CENTER,VA,0.8591666666666666,3.5,1.0,503.59299999999996,92.92,3.0,3.0,5.0,4.0
8197,MANATAWNY MANOR,PA,0.8721804511278195,4.0,0.9,402.027,91.26350000000001,3.0,4.0,4.0,4.0
8198,MANATEE SPRINGS REHABILITATION AND NURSING CENTER,FL,0.9091666666666666,4.0,1.0,604.143,79.646,3.0,4.0,5.0,5.0
8199,MANAWA COM NUR CTR,WI,0.752,4.0,1.0,522.557,89.032,2.0,1.0,4.0,1.0
8200,MANCHESTER COMMONS OF PRESBYTERIAN SENIORCARE,PA,0.9076923076923077,4.0,1.0,98.513,85.1575,5.0,4.0,5.0,5.0
8201,MANCHESTER HEALTH CARE CENTER,TN,0.7441666666666666,4.0,1.0,780.801,78.095,2.0,3.0,5.0,3.0
8202,MANCHESTER MANOR,CT,0.7238095238095238,4.0,0.9,771.6880000000001,100.0,5.0,5.0,4.0,5.0
8203,MANCHESTER MANOR CONV HOSPITAL,CA,0.789795918367347,4.0,0.9,808.763,91.667,1.0,1.0,2.0,1.0
8204,MANDERLEY HEALTH CARE CENTER,IN,0.6154929577464789,4.0,1.0,44.617000000000004,74.405,3.0,4.0,3.0,4.0
8205,MANGUM SKILLED NURSING AND THERAPY,OK,0.2914285714285714,4.0,0.8,110.94800000000001,86.36399999999999,4.0,3.0,4.0,4.0
8206,MANHATTAN NURSING AND REHABILITATION CENTER LLC,MS,0.7488888888888889,4.0,1.0,492.354,78.282,3.0,3.0,3.0,3.0
8207,MANHATTANVIEW NURSING HOME,NJ,0.6850393700787402,3.2,1.0,73.33,77.5,2.0,2.0,2.0,2.0
8208,MANHATTANVILLE HEALTH CARE CENTER,NY,0.807,4.0,1.0,208.39299999999997,75.26899999999999,4.0,2.0,4.0,4.0
8209,MANILA HEALTHCARE CENTER,AR,0.7971428571428572,4.0,0.9,37.83200000000001,90.67099999999999,4.0,4.0,5.0,5.0
8210,MANILLA MANOR,IA,0.625,4.0,0.875,695.88125,,2.0,4.0,1.0,2.0
8211,MANISTEE COUNTY MEDICAL CARE FACILITY,MI,0.5694444444444444,4.0,1.0,0.0,95.652,2.0,5.0,3.0,3.0
8212,MANITOWOC HEALTHCARE CENTER,WI,0.7873333333333333,4.0,0.7,157.39600000000002,89.971,3.0,4.0,5.0,5.0
8213,MANLY SPECIALTY CARE,IA,0.7651162790697674,4.0,0.5555555555555556,0.0,86.111,5.0,4.0,5.0,5.0
8214,MANNA REHABILITATION AND HEALTHCARE CENTER,SC,0.7569230769230769,4.0,0.6,391.73400000000004,86.3965,3.0,4.0,1.0,3.0
8215,"MANNING GARDENS CARE CENTER, INC",CA,0.8186440677966101,4.0,1.0,515.5039999999999,82.353,1.0,4.0,5.0,2.0
8216,MANOKIN CENTER FOR REHABILITATION AND HEALTHCARE,MD,0.7,4.0,0.8,592.4449999999999,87.62899999999999,4.0,4.0,2.0,4.0
8217,"MANOR AT BLUE WATER BAY, THE",FL,0.7333333333333333,4.0,0.6,692.4820000000002,90.0,5.0,5.0,3.0,5.0
8218,"MANOR AT CARPENTERS, THE",FL,0.7263888888888889,4.0,1.0,678.5409999999999,94.82149999999999,4.0,4.0,5.0,5.0
8219,"MANOR AT ELFINDALE, THE",MO,0.877,4.0,1.0,34.077999999999996,95.1655,5.0,5.0,5.0,5.0
8220,"MANOR AT PENN VILLAGE, THE",PA,0.7566037735849056,4.0,0.9,539.062,88.524,2.0,3.0,4.0,2.0
8221,MANOR AT PERRYSBURG,OH,0.775,4.0,1.0,288.286,91.323,3.0,3.0,4.0,3.0
8222,"MANOR AT ST LUKE VILLAGE,THE",PA,0.8403846153846154,4.0,1.0,465.775,87.364,2.0,2.0,5.0,3.0
8223,MANOR CARE HEALTH SERVICES (LYNNWOOD),WA,0.7150442477876106,3.5,0.7,403.00100000000003,84.615,2.0,4.0,4.0,3.0
8224,MANOR CARE HEALTH SERVICES-SPO,WA,0.604,4.0,0.30000000000000004,399.45500000000004,74.961,2.0,4.0,5.0,4.0
8225,"MANOR CARE OF GIG HARBOR WA, LLC",WA,0.515,3.0,0.8,56.54,79.221,2.0,4.0,5.0,4.0
8226,"MANOR CARE OF TACOMA WA, LLC",WA,0.6967741935483871,4.0,1.0,432.80555555555554,84.444,3.0,5.0,5.0,5.0
8227,MANOR CARE REHABILITATION CENTER - DECATUR,GA,0.7227941176470588,4.0,1.0,616.117,89.39399999999999,4.0,3.0,2.0,4.0
8228,MANOR CARE REHABILITATION CENTER - MARIETTA,GA,0.752991452991453,4.0,1.0,772.414,94.4915,3.0,4.0,5.0,5.0
8229,MANOR COURT OF CARBONDALE,IL,0.6808333333333334,4.0,1.0,255.56599999999997,91.23150000000001,3.0,3.0,1.0,2.0
8230,MANOR COURT OF CLINTON,IL,0.5955223880597015,4.0,1.0,592.8749999999999,97.3315,1.0,2.0,1.0,1.0
8231,MANOR COURT OF FREEPORT,IL,0.6632478632478632,4.0,1.0,646.6610000000001,90.588,1.0,3.0,2.0,1.0
8232,MANOR COURT OF MARYVILLE,IL,0.6507575757575758,4.0,1.0,282.938,97.17150000000001,1.0,3.0,2.0,1.0
8233,MANOR COURT OF PEORIA,IL,0.654,4.0,1.0,198.35899999999998,90.90899999999999,2.0,3.0,4.0,2.0
8234,MANOR COURT OF PERU,IL,0.6453846153846154,4.0,1.0,785.5949999999999,94.873,4.0,4.0,3.0,4.0
8235,MANOR COURT OF PRINCETON,IL,0.5983999999999999,4.0,0.8,406.058,87.5385,4.0,2.0,3.0,4.0
8236,MANOR COURT OF ROCHELLE,IL,0.33260869565217394,4.0,1.0,66.666,87.61250000000001,,,,
8237,"MANOR GROVE, INCORPORATED",MO,0.6846153846153845,4.0,0.09999999999999998,558.5,90.789,3.0,4.0,4.0,4.0
8238,MANOR HOUSE CARE CENTER,IA,0.6138888888888889,3.333333333333333,1.0,533.347,95.789,4.0,4.0,2.0,4.0
8239,MANOR OAKS NURSING & REHABILITATION CENTER,FL,0.6551724137931034,4.0,0.7,120.31700000000001,91.803,4.0,4.0,5.0,5.0
8240,MANOR OF GRANDE VILLAGE,OH,0.6947368421052632,2.833333333333333,0.6,833.5029999999999,84.16550000000001,2.0,3.0,5.0,3.0
8241,MANOR OF KENOSHA (THE),WI,0.8265151515151514,4.0,0.9,404.059,58.010999999999996,1.0,3.0,3.0,1.0
8242,MANOR OF THE PLAINS,KS,0.546,4.0,0.30000000000000004,137.26,94.35499999999999,4.0,5.0,3.0,5.0
8243,MANOR PINES CONVALESCENT CENTER,FL,0.5965480043149946,4.0,1.0,38.64,73.12950000000001,1.0,4.0,3.0,2.0
8244,"MANOR, THE",MO,0.6533333333333333,4.0,1.0,564.4069999999999,77.44800000000001,4.0,2.0,1.0,3.0
8245,"MANOR, THE",MO,0.6533333333333333,4.0,1.0,564.4069999999999,77.44800000000001,4.0,5.0,5.0,5.0
8246,"MANOR, THE",NJ,0.6040650406504064,4.0,1.0,264.733,87.959,4.0,2.0,1.0,3.0
8247,"MANOR, THE",NJ,0.6040650406504064,4.0,1.0,264.733,87.959,4.0,5.0,5.0,5.0
8248,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,2.0,5.0,5.0,4.0
8249,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,2.0,2.0,4.0,2.0
8250,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,3.0,5.0,3.0,4.0
8251,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,1.0,4.0,5.0,2.0
8252,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,3.0,4.0,5.0,5.0
8253,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,2.0,4.0,1.0,2.0
8254,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,2.0,3.0,2.0,2.0
8255,MANORCARE HEALTH SERVICES,FL,0.7797814207650273,3.4782608695652173,1.0,371.23324999999994,62.6725,3.0,4.0,3.0,4.0
8256,MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),CA,0.6845679012345679,4.0,1.0,386.86499999999995,75.57300000000001,3.0,5.0,5.0,5.0
8257,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),CA,0.6704697986577182,4.0,1.0,201.24699999999999,,2.0,4.0,5.0,4.0
8258,MANORCARE HEALTH SERVICES (SUNNYVALE),CA,0.66,4.0,1.0,18.619999999999997,84.615,3.0,5.0,5.0,5.0
8259,MANORCARE HEALTH SERVICES - DAVENPORT,IA,0.5780952380952381,4.0,1.0,304.883,,,,,
8260,MANORCARE HEALTH SERVICES - LACEY,WA,0.6358333333333334,2.5,1.0,16.363,77.465,3.0,4.0,4.0,4.0
8261,MANORCARE HEALTH SERVICES - ROSSMOOR,CA,0.7064516129032258,4.0,1.0,371.537,86.508,4.0,5.0,4.0,5.0
8262,MANORCARE HEALTH SERVICES - SALMON CREEK,WA,0.5875,4.0,0.9,183.538,84.74600000000001,4.0,5.0,4.0,5.0
8263,MANORCARE HEALTH SERVICES - TICE VALLEY,CA,0.7725000000000001,4.0,1.0,698.673,90.1345,2.0,5.0,4.0,3.0
8264,MANORCARE HEALTH SERVICES BOYNTON BEACH,FL,0.7244444444444444,4.0,1.0,257.102,55.513000000000005,2.0,4.0,3.0,3.0
8265,MANORCARE HEALTH SERVICES DUNEDIN,FL,0.8049999999999999,3.5,1.0,128.88299999999998,67.593,5.0,5.0,5.0,5.0
8266,MANORCARE HEALTH SERVICES PALM HARBOR,FL,0.8444444444444444,2.0,1.0,74.211,79.618,3.0,4.0,5.0,5.0
8267,MANORCARE HEALTH SERVICES SARASOTA,FL,0.8084269662921348,4.0,1.0,220.606,77.922,1.0,3.0,5.0,2.0
8268,MANORCARE HEALTH SERVICES WEST PALM BEACH,FL,0.7558333333333334,4.0,1.0,224.43800000000002,63.934,2.0,4.0,4.0,3.0
8269,MANORCARE HEALTH SERVICES-ALEXANDRIA,VA,0.7479166666666667,3.0,1.0,701.832,75.294,3.0,4.0,5.0,5.0
8270,MANORCARE HEALTH SERVICES-ARLINGTON,VA,0.806861499364676,4.0,1.0,163.979,87.838,1.0,3.0,4.0,1.0
8271,MANORCARE HEALTH SERVICES-FAIR OAKS,VA,0.7774193548387097,4.0,1.0,89.523,73.85600000000001,2.0,4.0,5.0,4.0
8272,MANORCARE HEALTH SERVICES-HEMET,CA,0.5073033707865169,4.0,1.0,237.35100000000003,51.754,1.0,4.0,4.0,2.0
8273,MANORCARE HEALTH SERVICES-IMPERIAL,VA,0.665625,4.0,1.0,322.625,64.311,1.0,1.0,3.0,1.0
8274,MANORCARE HEALTH SERVICES-PALM DESERT,CA,0.5230337078651686,4.0,1.0,1099.344,59.341,1.0,4.0,4.0,2.0
8275,MANORCARE HEALTH SERVICES-RICHMOND,VA,0.711340206185567,4.0,1.0,262.464,81.2955,1.0,3.0,4.0,1.0
8276,MANORCARE HEALTH SERVICES-WEST DEPTFORD,NJ,0.6894586894586895,4.0,1.0,264.0433333333333,89.09100000000001,2.0,3.0,4.0,2.0
8277,MANORCARE NURSING AND REHABILITATION CENTER,FL,0.6066666666666667,4.0,1.0,303.663,90.588,2.0,4.0,3.0,3.0
8278,MANSFIELD CENTER FOR NURSING AND REHABILITATION,CT,0.5959183673469388,4.0,1.0,740.789,100.0,4.0,5.0,5.0,5.0
8279,MANSFIELD NURSING & REHABILITATION CENTER,TX,0.5220228384991844,4.0,1.0,619.0444444444445,86.207,4.0,1.0,3.0,3.0
8280,MANSFIELD NURSING CENTER,LA,0.54,4.0,1.0,557.266,86.60300000000001,3.0,2.0,3.0,3.0
8281,MANSFIELD PLACE,WV,0.6950000000000001,4.0,0.7777777777777778,114.72200000000001,83.3805,2.0,4.0,3.0,3.0
8282,MANSION NURSING AND REHAB CENTER,RI,0.838095238095238,3.3333333333333335,0.9,349.94300000000004,100.0,1.0,3.0,4.0,1.0
8283,MANTECA CARE AND REHABILITATION CENTER,CA,0.47784090909090904,4.0,1.0,506.04200000000003,77.215,2.0,3.0,3.0,2.0
8284,MANTEY HEIGHTS REHABILITATION & CARE CENTER,CO,0.6749999999999999,4.0,0.7,48.133,98.11250000000001,1.0,5.0,5.0,2.0
8285,MANY HEALTHCARE AND REHABILITATION CENTER,LA,0.3969135802469136,3.6666666666666665,1.0,398.8829999999999,80.09549999999999,4.0,3.0,1.0,3.0
8286,MAPLE CREST HEALTH CENTER,NE,0.7428571428571429,4.0,0.0,492.648,95.088,3.0,5.0,4.0,4.0
8287,MAPLE CREST MANOR,IA,0.7981818181818181,4.0,0.7,86.81999999999998,95.2935,1.0,5.0,5.0,2.0
8288,MAPLE FARM,PA,0.8869565217391304,4.0,1.0,193.903,97.5475,4.0,5.0,5.0,5.0
8289,MAPLE GARDENS REHABILITIATION AND NURSING CENTER,OH,0.5949494949494949,4.0,0.5,419.587,77.04950000000001,1.0,2.0,4.0,1.0
8290,MAPLE GLEN CENTER,NJ,0.5819875776397516,2.5,1.0,854.72,86.916,3.0,4.0,5.0,5.0
8291,MAPLE GROVE HEALTH AND REHABILITATION CENTER,NC,0.497196261682243,4.0,0.9,685.5600000000001,81.94399999999999,2.0,4.0,1.0,2.0
8292,MAPLE GROVE HEALTH CARE CENTER,VA,0.83,4.0,1.0,99.917,96.488,4.0,3.0,5.0,5.0
8293,MAPLE GROVE LODGE,MO,0.49111111111111116,4.0,0.4444444444444444,565.878,77.083,1.0,4.0,1.0,1.0
8294,MAPLE HEALTH AND REHABILITATION,KY,0.9288659793814432,4.0,1.0,41.87,94.792,4.0,3.0,3.0,4.0
8295,MAPLE HEALTHCARE,AR,0.48428571428571426,3.8333333333333335,1.0,1152.866,90.0,1.0,1.0,1.0,1.0
8296,MAPLE HEALTHCARE CENTER,CA,0.8932203389830509,4.0,1.0,277.638,90.566,2.0,3.0,5.0,3.0
8297,MAPLE HEIGHTS,IA,0.5125,3.6666666666666665,1.0,153.73,97.4855,2.0,5.0,4.0,3.0
8298,MAPLE HEIGHTS NURSING & REHABILITATIVE CENTER,KS,0.6,4.0,1.0,30.347,95.2975,4.0,1.0,2.0,3.0
8299,MAPLE HILLS SKILLED NURSING & REHABILITATION,OH,0.7333333333333334,4.0,0.9,79.309,87.1765,2.0,2.0,4.0,2.0
8300,MAPLE KNOLL VILLAGE,OH,0.7163120567375887,4.0,1.0,292.57699999999994,93.40700000000001,2.0,5.0,3.0,3.0
8301,MAPLE LANE HEALTH SERVICES,WI,0.5378787878787878,4.0,1.0,0.0,,,,,
8302,MAPLE LANE NURSING HOME,VT,0.7816901408450704,4.0,0.0,63.64,92.197,2.0,3.0,1.0,1.0
8303,MAPLE LAWN MEDICAL CARE FACILI,MI,0.8447368421052631,4.0,1.0,195.32999999999998,82.446,5.0,5.0,5.0,5.0
8304,MAPLE LAWN NURSING AND REHABILITATION,OK,0.61,4.0,1.0,574.568,89.7165,5.0,2.0,3.0,5.0
8305,MAPLE LAWN NURSING HOME,MO,0.58,4.0,0.25,171.648,94.2065,1.0,1.0,4.0,1.0
8306,MAPLE LAWN SENIOR CARE,MN,0.8074074074074075,4.0,0.0,97.56299999999999,100.0,2.0,5.0,5.0,4.0
8307,MAPLE LEAF HEALTH CARE,NC,0.7882352941176471,3.3333333333333335,1.0,690.743,90.34649999999999,4.0,2.0,4.0,4.0
8308,MAPLE LEAF HEALTH CARE CENTER,NH,0.8096491228070175,4.0,0.7,561.4069999999999,91.089,2.0,4.0,4.0,3.0
8309,MAPLE MANOR CARE CENTER,ND,0.7414448669201521,4.0,1.0,103.84299999999999,97.36850000000001,2.0,4.0,3.0,3.0
8310,MAPLE MANOR CHRISTIAN HOME INC,IN,0.8087719298245615,4.0,1.0,378.065,93.3995,4.0,3.0,4.0,4.0
8311,MAPLE MANOR REHAB CENTER,MI,0.5338983050847458,4.0,0.4,341.329,62.5,4.0,5.0,4.0,5.0
8312,MAPLE MANOR REHAB CENTER OF NOVI INC,MI,0.5083333333333333,4.0,0.19999999999999996,2.381,75.676,1.0,1.0,4.0,1.0
8313,MAPLE MANOR VILLAGE,IA,0.44888888888888884,3.333333333333333,1.0,924.6922222222222,98.0,4.0,5.0,4.0,5.0
8314,MAPLE PARK VILLAGE,IN,0.8009433962264152,4.0,1.0,611.576,94.382,4.0,4.0,5.0,5.0
8315,MAPLE RIDGE CARE CENTER,WI,0.6786666666666666,4.0,0.8888888888888888,431.12199999999996,94.118,1.0,3.0,4.0,1.0
8316,MAPLE RIDGE HEALTH CARE CENTER,GA,0.8662162162162161,4.0,0.19999999999999996,93.582,70.8915,4.0,1.0,5.0,4.0
8317,MAPLE RIDGE HEALTH SERVICES,WI,0.76125,2.8333333333333335,0.9,554.2879999999999,86.667,1.0,1.0,4.0,1.0
8318,MAPLE RIDGE REHABILITATION AND NURSING,UT,0.8944444444444445,4.0,0.9,492.012,98.387,1.0,3.0,5.0,2.0
8319,MAPLE SPRINGS OF PALMER,AK,0.5456053067993367,4.0,0.875,91.8477777777778,67.568,,,,
8320,MAPLE SPRINGS OF WASILLA,AK,0.8955223880597015,4.0,0.8888888888888888,72.49555555555555,85.965,,,,
8321,MAPLE SPRINGS SENIOR LIVING,UT,0.41200000000000003,4.0,0.4444444444444444,177.539,85.0625,2.0,5.0,3.0,3.0
8322,MAPLE VALLEY NURSING HOME,MI,0.748,4.0,1.0,0.0,94.5905,4.0,5.0,4.0,5.0
8323,MAPLE VIEW MANOR,CT,0.6933333333333334,4.0,1.0,1016.982,91.111,3.0,4.0,5.0,5.0
8324,MAPLE VIEW MANOR,CT,0.6933333333333334,4.0,1.0,1016.982,91.111,3.0,4.0,2.0,4.0
8325,MAPLE VIEW MANOR,OH,0.585,4.0,0.09999999999999998,639.2299999999999,66.43350000000001,3.0,4.0,5.0,5.0
8326,MAPLE VIEW MANOR,OH,0.585,4.0,0.09999999999999998,639.2299999999999,66.43350000000001,3.0,4.0,2.0,4.0
8327,"MAPLE WINDS HEALTHCARE AND REHABILITATION, LLC",PA,0.818,4.0,1.0,613.338,79.565,1.0,4.0,4.0,2.0
8328,MAPLE WOODS MANOR,MI,0.6384105960264901,4.0,1.0,112.771,90.98649999999999,3.0,4.0,5.0,5.0
8329,MAPLECREST NURSING AND HTA,OH,0.7527272727272727,4.0,1.0,0.0,93.92850000000001,5.0,1.0,5.0,5.0
8330,MAPLECREST REHAB & LIVING CENTER,ME,0.6293103448275862,4.0,0.7,483.2969999999999,97.059,1.0,5.0,3.0,2.0
8331,MAPLES BENZIE CO MEDICAL CARE,MI,0.8628205128205128,4.0,0.9,247.392,93.2835,4.0,5.0,5.0,5.0
8332,"MAPLES HEALTH AND REHABILITATION, THE",MO,0.6883928571428571,3.8333333333333335,1.0,484.14300000000003,87.95200000000001,3.0,3.0,5.0,4.0
8333,MAPLES NURSING HOME,WV,1.0033333333333334,4.0,0.9,476.724,97.561,1.0,4.0,4.0,2.0
8334,MAPLES REHABILITATION & NURSING CENTER,MA,0.7194444444444444,4.0,1.0,614.359,97.368,3.0,4.0,4.0,4.0
8335,MAPLETON CARE CENTER,CO,0.6355555555555555,3.8333333333333335,1.0,231.11900000000006,100.0,5.0,4.0,5.0,5.0
8336,MAPLETON COMMUNITY HOME,MN,0.7383333333333333,4.0,1.0,490.3333333333333,91.228,4.0,4.0,2.0,4.0
8337,MAPLEVIEW COUNTRY VILLA,OH,0.8009999999999999,4.0,0.0,691.0520000000001,95.833,3.0,3.0,4.0,3.0
8338,MAPLEWOOD CARE CENTER,MN,0.5979049153908139,4.0,0.6,690.068,83.721,1.0,5.0,3.0,2.0
8339,MAPLEWOOD CARE CENTER,MN,0.5979049153908139,4.0,0.6,690.068,83.721,2.0,2.0,5.0,3.0
8340,MAPLEWOOD CARE CENTER,OK,0.6517323775388291,4.0,0.9,488.191,95.229,1.0,5.0,3.0,2.0
8341,MAPLEWOOD CARE CENTER,OK,0.6517323775388291,4.0,0.9,488.191,95.229,2.0,2.0,5.0,3.0
8342,MAPLEWOOD CENTER,MA,0.7428571428571429,3.3333333333333335,0.9,636.313,98.57149999999999,1.0,4.0,4.0,2.0
8343,MAPLEWOOD CENTER,MA,0.7428571428571429,3.3333333333333335,0.9,636.313,98.57149999999999,1.0,2.0,3.0,1.0
8344,MAPLEWOOD CENTER,WI,0.6646666666666667,4.0,0.5,429.98,77.064,1.0,4.0,4.0,2.0
8345,MAPLEWOOD CENTER,WI,0.6646666666666667,4.0,0.5,429.98,77.064,1.0,2.0,3.0,1.0
8346,MAPLEWOOD HEALTH CARE CENTER,TN,0.7212500000000001,4.0,0.4,451.65600000000006,81.93299999999999,1.0,2.0,2.0,1.0
8347,MAPLEWOOD NURSING AND REHAB  CENTER,PA,0.7322222222222223,4.0,1.0,352.284,85.5395,2.0,1.0,2.0,1.0
8348,MAPLEWOOD NURSING HOME INC,NY,0.8432432432432432,4.0,1.0,358.85,96.825,4.0,5.0,5.0,5.0
8349,MAPLEWOOD OF SAUK PRAIRIE,WI,0.735,4.0,0.19999999999999996,32.608999999999995,96.552,1.0,4.0,5.0,2.0
8350,MAPLEWOOD PARK PLACE,MD,0.529032258064516,3.3333333333333335,1.0,303.464,100.0,5.0,5.0,5.0,5.0
8351,MAQUOKETA CARE CENTER,IA,0.5170940170940171,4.0,0.5555555555555556,170.50333333333333,100.0,3.0,5.0,3.0,4.0
8352,MAR KA NURSING HOME,IL,0.7227272727272728,4.0,0.5,553.912,90.625,3.0,1.0,2.0,2.0
8353,MARANATHA CARE CENTER,MN,0.9298969072164949,3.5,0.9,46.376999999999995,89.84649999999999,2.0,5.0,5.0,4.0
8354,"MARANATHA VILLAGE, INC",MO,0.6950000000000001,4.0,0.8888888888888888,614.917,88.15799999999999,3.0,4.0,5.0,5.0
8355,MARAVILLA CARE CENTER,AZ,0.8215686274509804,3.8333333333333335,0.0,329.20200000000006,65.70750000000001,1.0,4.0,2.0,2.0
8356,MARBRIDGE VILLA,TX,0.8641304347826086,4.0,1.0,15.017,100.0,5.0,3.0,4.0,5.0
8357,MARENGO NURSING HOME,AL,0.6935897435897436,4.0,0.8,273.68999999999994,96.15400000000001,2.0,1.0,3.0,1.0
8358,MARGARET E. MOUL HOME,PA,0.9829268292682927,4.0,1.0,134.64600000000002,98.1705,3.0,4.0,4.0,4.0
8359,MARGARET TIETZ CENTER FOR NURSING CARE INC,NY,0.9209999999999999,4.0,1.0,244.63000000000002,85.273,5.0,3.0,5.0,5.0
8360,MARGATE HEALTH AND REHAB CENTER,NC,0.4719047619047619,4.0,0.8888888888888888,574.054,84.36,3.0,3.0,2.0,3.0
8361,MARGATE HEALTH AND REHABILITATION CENTER,FL,0.8370588235294119,4.0,1.0,456.39399999999995,73.5535,2.0,5.0,4.0,3.0
8362,"MARIA HEALTH CARE CENTER, INC.",MD,0.55859375,3.3333333333333335,1.0,918.18125,,,,,
8363,MARIA JOSEPH LIVING CARE CENTER,OH,0.8732142857142857,3.8333333333333335,1.0,106.53599999999999,69.959,1.0,2.0,4.0,1.0
8364,MARIA REGINA RESIDENCE INC,NY,0.7101063829787234,4.0,0.8,733.4459999999999,96.6175,4.0,4.0,5.0,5.0
8365,MARIAN HOME,IA,0.7488888888888889,4.0,1.0,318.652,96.875,3.0,4.0,4.0,4.0
8366,MARIAN MANOR,MA,0.6610619469026549,4.0,0.8,717.856,93.97999999999999,2.0,4.0,4.0,3.0
8367,MARIAN MANOR CORPORATION,PA,0.5957627118644068,4.0,1.0,722.689,86.905,4.0,4.0,4.0,4.0
8368,MARIAN MANOR HEALTHCARE CENTER,ND,,,,,,4.0,5.0,3.0,5.0
8369,MARIAN MANOR OF TAUNTON,MA,0.6758620689655173,4.0,0.9,526.8100000000001,92.30799999999999,2.0,4.0,2.0,3.0
8370,MARIAN MEDICAL CENTER D/P SNF,CA,0.8726315789473685,4.0,1.0,244.59900000000002,88.4385,3.0,5.0,4.0,4.0
8371,MARIANNA HEALTH AND REHABILITATION CENTER,FL,0.6816666666666666,4.0,0.9,701.386,89.4825,5.0,4.0,3.0,5.0
